"entity_id","entity_type","preferred_name","aliases","languages","parent_entity","applications","candidate_markets","evidence_status","evidence_visibility","evidence_sources","last_verified","owner_url","supporting_urls","mention_urls","current_index_status","commercial_value","entity_readiness","content_gaps","conflicts","recommended_action","decision_reason"
"app-offroad","APPLICATION","Pit-bike, enduro, and off-road applications","pit bike | enduro | trail | motocross","en | ru","","family-cb-engine | family-horizontal-air","market-russia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | Phase4:P4-RU-01 | Phase4:P4-RU-08","2026-07-29","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | https://chixiangmotor.com/en/cb-engine","https://chixiangmotor.com/en/products","INDEXABLE_MARKET_OWNER","HIGH","NEEDS_CONTENT","Separate product families and explain fit-check requirements without claiming named-platform compatibility.","CB and horizontal applications overlap on the Russia hub and require clearer entity boundaries.","ENHANCE_EXISTING","Use the Russia hub as the market application owner and keep the horizontal landing narrower."
"app-atv-utv","APPLICATION","ATV and UTV engine applications","quad bike | buggy | beach vehicle","en | ru","","model-ac320-175mn | family-horizontal-air","market-russia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/products | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/en/products","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","INDEXABLE_SECTION","MEDIUM","NEEDS_EVIDENCE","Clarify small horizontal reverse-engine applications versus the 287cc AC320 CVT entity and document integration requirements.","Two technically different engine groups share one broad ATV label.","DO_NOT_BUILD_YET","Resolve the application taxonomy before creating an ATV-specific page."
"app-replacement-aftermarket","APPLICATION","Replacement and aftermarket supply","replacement engine | spare-parts channel | posventa","en | es | pt | ru | ar","","family-engine-parts | family-cg-air","market-colombia | market-peru | market-russia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/en/engine-parts | https://chixiangmotor.com/es/colombia/ | Phase4:P4-CO-01 | Phase4:P4-CO-02 | Phase4:P4-CO-14","2026-07-29","https://chixiangmotor.com/en/engine-parts","https://chixiangmotor.com/es/colombia/ | https://chixiangmotor.com/es/peru/","https://chixiangmotor.com/en/cg-engine","INDEXABLE_OWNER","HIGH","NEEDS_CONTENT","Add a code/photo-based qualification process and part-number evidence.","Colombia has strong aftermarket context but complete-engine demand remains unverified.","ENHANCE_EXISTING","Prioritize qualification and parts content; do not position Colombia paid search as proven complete-engine demand."
"market-russia","MARKET","Russia","Российский рынок","ru","","family-horizontal-air | family-cb-engine | family-engine-parts","market-russia","VERIFIED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/ru/russia/ | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | Phase4:P4-RU-01 | Phase4:P4-RU-08","2026-07-29","https://chixiangmotor.com/ru/russia/","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","https://chixiangmotor.com/ru/","INDEXABLE_MARKET_OWNER","HIGH","READY","Clarify hub versus paid-landing ownership and reconcile commercial policies.","The Russia hub and horizontal landing use different MOQ/sample rules and overlapping horizontal content.","ENHANCE_EXISTING","Keep the broad Russia hub as market owner and the horizontal page as a narrower product-market conversion page."
"market-central-asia","MARKET","Central Asia","Центральная Азия","ru","","family-cg-air | family-cg-water | family-hanwei-water","market-central-asia","VERIFIED","PUBLIC","https://chixiangmotor.com/ru/central-asia/","2026-07-29","https://chixiangmotor.com/ru/central-asia/","","https://chixiangmotor.com/en/about","INDEXABLE_MARKET_OWNER","HIGH","READY","Explain which country-specific statements are supported and avoid treating Central Asia as one homogeneous demand market.","The page is broad while Phase 5 implementation used it as the Uzbekistan route.","ENHANCE_EXISTING","Retain the regional owner but label country-level relationships separately."
"market-uzbekistan","MARKET","Uzbekistan","Узбекистан | O‘zbekiston","ru | uz","","family-cg-water | family-hanwei-water","market-uzbekistan","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/ru/central-asia/ | Phase4:P4-UZ-01 | Phase4:P4-UZ-03 | Phase4:P4-UZ-05","2026-07-29","https://chixiangmotor.com/ru/central-asia/","","","INDEXABLE_REGIONAL_OWNER","HIGH","NEEDS_CONTENT","Add explicitly sourced Uzbekistan context and native terminology review; collect engine-only demand and buyer validation.","Public evidence supports cargo-tricycle and engine-channel context, not Chixiang fit or wholesale engine demand.","ENHANCE_EXISTING","Use the Central Asia owner for now; do not recreate redirected Uzbekistan doorway URLs."
"market-peru","MARKET","Peru","Perú","es","","family-cg-air | family-cg-water | family-hanwei-water | family-engine-parts","market-peru","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/es/peru/ | Phase4:P4-PE-01 | Phase4:P4-PE-04 | Phase4:P4-PE-05 | Phase4:P4-PE-07","2026-07-29","https://chixiangmotor.com/es/peru/","https://chixiangmotor.com/es/motor-cg | https://chixiangmotor.com/es/repuestos-motor","https://chixiangmotor.com/es/","INDEXABLE_MARKET_OWNER","HIGH","READY","Add traceable market evidence, native-language review, and clearer CG150/CG200 selection logic.","The page is technically qualified, but demand volume, buyer validation, and Chixiang compatibility are not verified.","ENHANCE_EXISTING","The existing owner is suitable for controlled GEO improvement and small-budget validation."
"market-colombia","MARKET","Colombia","mercado colombiano","es","","family-cg-air | family-engine-parts","market-colombia","SUPPORTED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/es/colombia/ | Phase4:P4-CO-01 | Phase4:P4-CO-02 | Phase4:P4-CO-14","2026-07-29","https://chixiangmotor.com/es/colombia/","https://chixiangmotor.com/es/motor-cg | https://chixiangmotor.com/es/repuestos-motor","https://chixiangmotor.com/es/","INDEXABLE_MARKET_OWNER","MEDIUM","NEEDS_EVIDENCE","Preserve SEO/distributor-development positioning and collect complete-engine demand evidence before paid expansion.","Frozen Phase 4 research did not verify complete-engine demand; current signals are mainly parts and market context.","KEEP","The current page can qualify organic/distributor interest but should not be expanded into unsupported model pages or paid-demand claims."
"cap-engine-manufacturing","CAPABILITY","Motorcycle-engine manufacturing","factory production | assembly","en | es | pt | ru | ar","org-chongqing-chixiang","","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/about | https://chixiangmotor.com/en/","2026-07-29","https://chixiangmotor.com/en/about","https://chixiangmotor.com/es/about | https://chixiangmotor.com/pt/about | https://chixiangmotor.com/ru/about | https://chixiangmotor.com/ar/about","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","INDEXABLE_OWNER","HIGH","NEEDS_EVIDENCE","Provide approved factory facts, legal factory address, production records, and dated images.","Public company profile and website disagree on founding year/address; production-capacity claims are first-party only.","NEEDS_EVIDENCE","Strengthen the existing About owner after factual reconciliation."
"cap-testing-quality","CAPABILITY","Engine testing and quality control","testing labs | QC | dynamometer testing","en | es | pt | ru | ar","org-chongqing-chixiang","","","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/about | https://chixiangmotor.com/en/","2026-07-29","https://chixiangmotor.com/en/about","https://chixiangmotor.com/es/about | https://chixiangmotor.com/pt/about | https://chixiangmotor.com/ru/about | https://chixiangmotor.com/ar/about","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","INDEXABLE_OWNER","HIGH","NEEDS_EVIDENCE","Link equipment claims to dated factory evidence and define what is tested before shipment.","Claims such as every engine tested and 99 percent first-pass yield lack a cited audit or production record.","NEEDS_EVIDENCE","Keep visible but do not encode numerical quality claims as trusted structured facts until documented."
"cap-oem-odm","CAPABILITY","OEM and ODM configuration support","OEM branding | custom packaging | market configuration","en | es | pt | ru | ar","org-chongqing-chixiang","","market-russia | market-peru | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/about | https://chixiangmotor.com/en/cg-engine | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/en/about","https://chixiangmotor.com/en/cg-engine | https://chixiangmotor.com/en/cb-engine | https://chixiangmotor.com/en/horizontal-engine","https://chixiangmotor.com/en/","INDEXABLE_OWNER","HIGH","NEEDS_CONTENT","Define supported customization boundaries, approval process, MOQ scope, and examples.","ODM can imply new-engine development while current Russia copy limits the promise to marking, packaging, and project requirements.","ENHANCE_EXISTING","Clarify the capability on the About owner and keep page-level promises scoped."
"cap-export-logistics","CAPABILITY","Export supply and logistics support","export packaging | factory delivery | freight-forwarder handoff","en | es | pt | ru | ar","org-chongqing-chixiang","","market-russia | market-peru | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/about | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/en/about","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/","INDEXABLE_OWNER","HIGH","NEEDS_CONTENT","Separate factory handoff, export packing, freight responsibility, destination delivery, duty, and lead time.","Some site wording says global export support while the Russia landing correctly limits the promise to delivery to the buyer's forwarder in China.","ENHANCE_EXISTING","Document the precise service boundary to prevent AI or buyers from inferring door-to-door delivery."
"cap-technical-matching","CAPABILITY","Technical configuration matching","code and photo matching | interface confirmation","en | es | ru","org-chongqing-chixiang","app-replacement-aftermarket | app-cargo-tricycle | app-offroad","market-russia | market-peru | market-colombia | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/es/colombia/ | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/en/contact","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/es/colombia/ | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel | https://chixiangmotor.com/ru/central-asia/","https://chixiangmotor.com/en/cg-engine","INDEXABLE_SUPPORT","HIGH","READY","Standardize the required inputs: engine code, photos, mounting, shaft, electrical system, cooling, vehicle, load, and quantity.","Generic family pages promise confirmation but do not present the same intake checklist as market pages.","ENHANCE_EXISTING","This is a valuable B2B trust capability and should be consistent across contact and owner pages."
"cap-spares-after-sales","CAPABILITY","Spare-parts and repeat-order support","after-sales parts | service stock | repeat specification","en | es | pt | ru | ar","org-chongqing-chixiang","app-replacement-aftermarket","market-russia | market-peru | market-colombia | market-central-asia","SUPPORTED","PUBLIC","https://chixiangmotor.com/en/engine-parts | https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/en/engine-parts","https://chixiangmotor.com/es/repuestos-motor | https://chixiangmotor.com/pt/pecas-de-motor | https://chixiangmotor.com/ru/zapchasti-dvigatelya | https://chixiangmotor.com/ar/engine-parts","https://chixiangmotor.com/es/colombia/","INDEXABLE_OWNER","HIGH","NEEDS_CONTENT","Provide part-code mapping, repeat-order process, and the boundary of stocked versus order-specific parts.","In-stock and genuine wording is broader than the available part-number evidence.","ENHANCE_EXISTING","Strengthen the current parts owner rather than create generic after-sales pages."
"cap-certification-claims","CAPABILITY","Certification and compliance evidence","ISO 9001 | ISO 9001-2000 | CCC","en | es | pt | ru | ar","org-chongqing-chixiang","","","CONFLICTING","PUBLIC","https://chixiangmotor.com/en/ | https://chixiangmotor.com/en/about | repo:images/factory-showcase/certification-2.webp","2026-07-29","https://chixiangmotor.com/en/about","https://chixiangmotor.com/en/","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","INDEXABLE_OWNER","HIGH","CONFLICTING","Provide certificate number, holder, standard/version, scope, issuing body, validity dates, and a readable approved document.","Pages use ISO 9001, ISO 9001-2000, and generic certification wording; Russia alt text says ISO 9001 without visible certificate metadata.","NEEDS_EVIDENCE","Certification is a trust-critical entity and must be reconciled before Schema or broad GEO claims."
"policy-general-order-terms","COMMERCIAL_POLICY","General market-landing order thresholds","samples 2 | wholesale 50 | mixed 100 | OEM 100","es | ru","org-chongqing-chixiang","","market-peru | market-central-asia | market-russia","VERIFIED","PUBLIC | INTERNAL_REFERENCE","https://chixiangmotor.com/es/peru/ | https://chixiangmotor.com/ru/central-asia/ | https://chixiangmotor.com/ru/russia/ | Phase5:PHASE_4_SOURCE_REFERENCE.md","2026-07-29","https://chixiangmotor.com/es/peru/","https://chixiangmotor.com/ru/central-asia/ | https://chixiangmotor.com/ru/russia/","","INDEXABLE_POLICY_SECTION","HIGH","CONFLICTING","Define whether these are global defaults, legacy campaign terms, or market-specific policies and assign an owner/date.","The Russia horizontal landing uses samples from 3 and formal orders from 40, so these thresholds cannot be presented as one global policy.","NEEDS_EVIDENCE","Keep existing scoped text but do not encode it as a universal company fact."
"policy-russia-horizontal-samples","COMMERCIAL_POLICY","Russia horizontal-engine sample policy","samples from 3 engines | B2B samples","ru","org-chongqing-chixiang","","market-russia","VERIFIED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","","INDEXABLE_POLICY_SECTION","HIGH","READY","Record approval owner, effective date, eligible models, and sample pricing/freight exclusions.","It differs from the two-engine sample threshold on the Russia hub and other market landings.","KEEP","The policy is intentionally B2B-filtering and valid only for the named landing-page scope until reconciled globally."
"policy-russia-horizontal-moq","COMMERCIAL_POLICY","Russia horizontal-engine formal order policy","minimum total order 40 | mixed models allowed","ru","org-chongqing-chixiang","","market-russia","VERIFIED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","","INDEXABLE_POLICY_SECTION","HIGH","READY","Record model eligibility, OEM threshold, and effective date.","It differs from the 50/100 thresholds on the broad Russia hub.","KEEP","Retain as a scoped campaign policy, not a universal site-wide MOQ."
"policy-china-forwarder-handoff","COMMERCIAL_POLICY","Delivery to buyer-appointed forwarder in China","China warehouse handoff | buyer freight forwarder","ru","cap-export-logistics","","market-russia","VERIFIED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","","INDEXABLE_POLICY_SECTION","HIGH","READY","Add Incoterm or responsibility wording after sales/legal approval; do not imply Russia transit time.","The page deliberately avoids promising international delivery and instead states China-side handoff.","KEEP","This accurately filters for B2B buyers with logistics capability and should remain narrowly worded."
"policy-russia-contact-priority","COMMERCIAL_POLICY","Russia landing contact priority","on-site inquiry | email | WeChat | WhatsApp supplemental","ru","org-chongqing-chixiang","","market-russia","VERIFIED","PUBLIC","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","2026-07-29","https://chixiangmotor.com/ru/gorizontalnyj-dvigatel","","","INDEXABLE_POLICY_SECTION","HIGH","READY","Keep channel ownership and fallback behavior documented; validate platform availability periodically.","The broad Russia hub and other language pages remain more WhatsApp-forward than this narrower landing.","KEEP","The current order reflects the approved Russia B2B contact strategy without removing WeChat or WhatsApp."
