"Country","Language","Keyword","Local variation","Chinese meaning","Product","Vehicle/application","Intent","B2B/B2C","Funnel stage","Estimated demand level","Search-volume source","Proxy rationale","CPC/range","Competition","Channel","Match type","Ad group","Landing page","Keyword status","Ads Launch","Negative","Competitor term","Trademark risk","Evidence IDs","Confidence"
"Ecuador","Spanish","proveedor motores CG Ecuador","proveedor motores CG Ecuador","CG发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-01,P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","proveedor motores CG para carga","proveedor motores CG para carga","CG发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-01,P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","proveedor motores CG importador","proveedor motores CG importador","CG发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-01,P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","proveedor motores CG catálogo","proveedor motores CG catálogo","CG发动机供应商","CG150 air-cooled","B2B","Supplier research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-01,P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor","motores para motos al por mayor","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor para moto","motores para motos al por mayor para moto","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor para trabajo","motores para motos al por mayor para trabajo","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor al por mayor","motores para motos al por mayor al por mayor","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor proveedor","motores para motos al por mayor proveedor","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor distribuidor","motores para motos al por mayor distribuidor","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor Ecuador","motores para motos al por mayor Ecuador","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor para carga","motores para motos al por mayor para carga","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor importador","motores para motos al por mayor importador","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motores para motos al por mayor catálogo","motores para motos al por mayor catálogo","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Replacement Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-03","Observed/machine review required"
"Ecuador","Spanish","motor CG 125","motor CG 125","CG125发动机","CG125 air-cooled","motorcycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 para moto","motor CG 125 para moto","CG125发动机","CG125 air-cooled","motorcycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 para trabajo","motor CG 125 para trabajo","CG125发动机","CG125 air-cooled","motorcycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 al por mayor","motor CG 125 al por mayor","CG125发动机","CG125 air-cooled","motorcycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 proveedor","motor CG 125 proveedor","CG125发动机","CG125 air-cooled","motorcycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 distribuidor","motor CG 125 distribuidor","CG125发动机","CG125 air-cooled","motorcycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 Ecuador","motor CG 125 Ecuador","CG125发动机","CG125 air-cooled","motorcycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 para carga","motor CG 125 para carga","CG125发动机","CG125 air-cooled","motorcycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 importador","motor CG 125 importador","CG125发动机","CG125 air-cooled","motorcycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor CG 125 catálogo","motor CG 125 catálogo","CG125发动机","CG125 air-cooled","motorcycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | CG150/200 Complete Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-04","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto","motor agua tricimoto","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto para moto","motor agua tricimoto para moto","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto para trabajo","motor agua tricimoto para trabajo","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto al por mayor","motor agua tricimoto al por mayor","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto proveedor","motor agua tricimoto proveedor","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Retained","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto distribuidor","motor agua tricimoto distribuidor","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto Ecuador","motor agua tricimoto Ecuador","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Research only","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto para carga","motor agua tricimoto para carga","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto importador","motor agua tricimoto importador","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Ecuador","Spanish","motor agua tricimoto catálogo","motor agua tricimoto catálogo","三轮车水冷发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","EC | Cargo/Tricimoto Engine | Search","/es/ecuador/","Raw candidate","NOT APPROVED","No","No","None","P4-EC-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine","CG125 motorcycle engine","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine wholesale","CG125 motorcycle engine wholesale","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine supplier","CG125 motorcycle engine supplier","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine for work motorcycle","CG125 motorcycle engine for work motorcycle","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine Tanzania","CG125 motorcycle engine Tanzania","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine distributor","CG125 motorcycle engine distributor","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine dealer","CG125 motorcycle engine dealer","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine for cargo work","CG125 motorcycle engine for cargo work","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine importer","CG125 motorcycle engine importer","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG125 motorcycle engine catalogue","CG125 motorcycle engine catalogue","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-05","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine","CG150 motorcycle engine","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine wholesale","CG150 motorcycle engine wholesale","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine supplier","CG150 motorcycle engine supplier","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine for work motorcycle","CG150 motorcycle engine for work motorcycle","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine Tanzania","CG150 motorcycle engine Tanzania","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine distributor","CG150 motorcycle engine distributor","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine dealer","CG150 motorcycle engine dealer","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine for cargo work","CG150 motorcycle engine for cargo work","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine importer","CG150 motorcycle engine importer","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG150 motorcycle engine catalogue","CG150 motorcycle engine catalogue","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine","CG200 motorcycle engine","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine wholesale","CG200 motorcycle engine wholesale","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine supplier","CG200 motorcycle engine supplier","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine for work motorcycle","CG200 motorcycle engine for work motorcycle","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine Tanzania","CG200 motorcycle engine Tanzania","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine distributor","CG200 motorcycle engine distributor","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine dealer","CG200 motorcycle engine dealer","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine for cargo work","CG200 motorcycle engine for cargo work","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine importer","CG200 motorcycle engine importer","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","CG200 motorcycle engine catalogue","CG200 motorcycle engine catalogue","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine","Chinese motorcycle engine","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine wholesale","Chinese motorcycle engine wholesale","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
"Tanzania","English","Chinese motorcycle engine supplier","Chinese motorcycle engine supplier","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","B2B/unknown","Commercial research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Retained","NOT APPROVED","No","No","None","P4-TZ-01","Observed/machine review required"
